0,54,0
1,66,5
2,57,10
3,60,14
4,60,18
5,60,21
6,63,22
7,60,25
8,60,27
9,60,32
10,60,37
11,60,45
12,60,51
13,60,55
14,60,61
15,63,69
16,63,72
17,60,74
18,60,78
19,60,83
20,60,88
21,60,91
22,60,103
23,60,112
24,60,116
25,60,123
26,60,126
27,63,130
28,60,138
29,60,143
30,60,147
31,63,154
32,60,157
33,66,163
34,57,172
35,60,176
36,60,182
37,60,185
38,60,189
39,60,198
40,63,200
41,60,207
42,60,209
43,60,215
44,54,219
45,57,221
46,60,223
47,60,234
48,66,239
49,54,244
50,66,250
51,57,257
52,60,261
53,60,270
54,54,276
55,63,279
56,60,283
57,60,286
58,60,289
59,60,295
60,60,300
61,60,311
62,60,316
63,60,318
64,57,324
65,60,328
66,60,330
67,60,335
68,60,339
69,60,341
70,60,346
71,60,352
72,66,357
73,63,366
74,57,371
75,60,376
76,63,381
77,60,386
78,63,387
79,60,393
80,60,394
81,60,404
82,63,409
83,60,410
84,60,414
85,57,418
86,57,422
87,57,424
88,63,426
89,57,432
90,60,436
91,60,444
92,60,451
93,57,455
94,57,457
95,60,463
96,57,469
97,60,472
98,54,481
99,60,485
100,60,491
101,60,496
102,60,504
103,63,510
104,54,513
105,57,519
106,60,524
107,66,527
108,57,535
109,60,537
110,60,546
111,60,552
112,60,557
113,60,560
114,57,565
115,66,569
116,63,574
117,60,579
118,57,583
119,60,587
120,57,591
121,60,597
122,60,602
123,57,606
124,60,610
125,60,612
126,60,619
127,60,623
128,60,630
129,60,637
130,60,646
131,60,649
132,60,651
133,60,656
134,60,666
135,57,670
136,60,674
137,57,680
138,57,689
139,63,694
140,60,697
141,60,703
142,63,711
143,60,718
144,60,723
145,60,727
146,60,733
147,60,738
148,60,740
149,60,743
150,57,750
151,60,754
152,60,756
153,57,759
154,57,764
155,60,766
156,66,767
157,60,771
158,60,774
159,57,780
160,60,789
161,60,793
162,60,799
163,63,806
164,60,810
165,60,816
166,60,824
167,60,828
168,60,832
169,60,839
170,60,844
171,57,847
172,60,857
173,60,860
174,60,862
175,57,869
176,60,876
177,63,882
178,60,888
179,60,889
180,60,896
181,63,904
182,60,907
183,60,909
184,60,913
185,60,922
186,60,927
187,60,929
188,60,937
189,57,940
190,57,943
191,60,948
192,60,950
193,57,953
194,57,959
195,60,963
196,57,969
197,60,975
198,66,977
199,60,982
200,60,989
201,57,990
202,63,996
203,60,1002
204,57,1006
205,60,1011
206,60,1018
207,63,1027
208,60,1035
209,60,1044
210,63,1048
211,60,1053
212,60,1057
213,60,1063
214,60,1068
215,60,1074
216,60,1075
217,60,1080
218,57,1085
219,60,1088
220,60,1094
221,60,1100
222,60,1107
223,63,1110
224,57,1119
225,63,1122
226,63,1128
227,60,1137
228,60,1142
229,57,1148
230,63,1153
231,60,1161
232,60,1168
233,60,1172
234,63,1179
235,60,1181
236,54,1184
237,57,1187
238,60,1190
239,60,1194
240,63,1201
241,63,1210
242,63,1215
243,60,1222
244,63,1230
245,60,1237
246,60,1240
247,60,1245
248,57,1250
249,60,1252
250,60,1255
251,60,1262
252,60,1266
253,60,1270
254,63,1277
255,60,1285
256,60,1292
257,60,1297
258,60,1302
259,60,1311
260,60,1315
261,60,1316
262,60,1321
263,60,1326
264,60,1330
265,60,1338
266,60,1341
267,60,1344
268,60,1348
269,60,1351
270,60,1354
271,60,1357
272,60,1360
273,60,1365
274,60,1372
275,60,1379
276,60,1385
277,60,1389
278,60,1393
279,60,1398
280,60,1404
281,60,1406
282,60,1410
283,60,1415
284,60,1418
285,60,1426
286,60,1430
287,66,1433
288,66,1440
289,63,1447
290,60,1449
291,60,1455
292,57,1456
293,63,1461
294,60,1466
295,60,1472
296,57,1479
297,60,1484
298,60,1488
299,60,1492
300,60,1497
301,60,1505
302,60,1511
303,60,1516
304,60,1520
305,57,1526
306,57,1529
307,60,1536
308,63,1541
309,60,1545
310,63,1548
311,57,1551
312,60,1554
313,60,1558
314,57,1564
315,60,1568
316,60,1572
317,57,1576
318,60,1581
319,63,1587
320,63,1593
321,57,1597
322,60,1601
323,60,1607
324,60,1612
325,60,1619
326,60,1625
327,60,1627
328,60,1630
329,60,1631
330,60,1633
331,60,1637
332,63,1642
333,57,1647
334,60,1652
335,60,1657
336,60,1661
337,57,1667
338,60,1670
339,60,1674
340,60,1679
341,60,1684
342,60,1687
343,60,1690
344,60,1692
345,63,1703
346,60,1708
347,60,1713
348,60,1719
349,60,1726
350,60,1731
351,60,1734
352,60,1737
353,60,1742
354,60,1746
355,60,1758
356,63,1762
357,60,1769
358,63,1772
359,60,1775
360,60,1780
361,63,1783
362,60,1789
363,60,1801
364,60,1805
365,60,1807
366,60,1809
367,60,1813
368,60,1818
369,54,1822
370,60,1825
371,63,1834
372,60,1841
373,60,1845
374,66,1847
375,60,1853
376,60,1856
377,60,1859
378,60,1865
379,60,1871
380,60,1879
381,57,1883
382,63,1888
383,57,1894
384,63,1897
385,57,1900
386,57,1904
387,57,1910
388,60,1917
389,60,1925
390,60,1932
391,60,1936
392,60,1942
393,60,1946
394,60,1950
395,60,1953
396,63,1961
397,60,1967
398,60,1970
399,60,1977
400,60,1979
401,60,1980
402,60,1984
403,60,1987
404,60,1993
405,60,1996
406,60,2003
407,57,2011
408,60,2018
409,60,2024
410,66,2030
411,60,2036
412,60,2039
413,63,2046
414,57,2051
415,57,2054
416,63,2060
417,57,2062
418,63,2068
419,60,2069
420,60,2072
421,60,2074
422,60,2080
423,63,2082
424,54,2091
425,60,2096
426,57,2099
427,57,2106
428,60,2109
429,60,2115
430,60,2120
431,60,2130
432,51,2140
433,60,2146
434,66,2150
435,60,2155
436,60,2164
437,60,2167
438,60,2171
439,63,2174
440,57,2178
441,57,2184
442,66,2190
443,60,2193
444,57,2196
445,57,2206
446,60,2215
447,60,2219
448,60,2225
449,60,2228
450,57,2228
451,60,2230
452,60,2232
453,60,2237
454,60,2246
455,60,2251
456,57,2258
457,60,2264
458,63,2270
459,60,2273
460,57,2277
461,60,2281
462,60,2286
463,63,2288
464,60,2298
465,60,2302
466,60,2310
467,63,2311
468,60,2316
469,60,2319
470,54,2321
471,63,2327
472,63,2329
473,60,2337
474,60,2340
475,60,2346
476,60,2354
477,60,2360
478,57,2367
479,60,2376
480,60,2379
481,69,2387
482,60,2389
483,60,2394
484,57,2401
485,66,2407
486,60,2412
487,60,2420
488,60,2422
489,60,2425
490,60,2430
491,60,2435
492,57,2439
493,60,2440
494,57,2446
495,63,2453
496,63,2458
497,60,2464
498,60,2469
499,60,2471
500,60,2475
501,60,2482
502,60,2484
503,60,2488
504,60,2492
505,60,2498
506,60,2500
507,60,2506
508,60,2510
509,60,2513
510,60,2520
511,57,2524
512,60,2530
513,60,2534
514,57,2540
515,57,2546
516,60,2551
517,60,2557
518,57,2562
519,63,2565
520,60,2569
521,60,2575
522,60,2582
523,66,2585
524,63,2589
525,57,2594
526,60,2596
527,60,2600
528,60,2602
529,60,2604
530,66,2613
531,60,2617
532,60,2626
533,60,2632
534,60,2635
535,60,2641
536,60,2645
537,60,2650
538,57,2660
539,60,2664
540,63,2670
541,60,2674
542,60,2680
543,54,2688
544,60,2694
545,60,2696
546,60,2699
547,63,2707
548,57,2712
549,60,2715
550,63,2720
551,60,2726
552,57,2730
553,60,2736
554,60,2739
555,66,2747
556,60,2752
557,60,2754
558,63,2760
559,60,2763
560,60,2768
561,60,2773
562,63,2779
563,60,2784
564,60,2790
565,60,2795
566,63,2800
567,60,2809
568,60,2815
569,60,2823
570,60,2825
571,60,2830
572,60,2831
573,60,2834
574,60,2837
575,60,2841
576,60,2845
577,66,2847
578,60,2850
579,63,2852
580,63,2855
581,60,2862
582,60,2872
583,60,2878
584,60,2884
585,57,2890
586,60,2898
587,60,2903
588,60,2904
589,60,2910
590,60,2920
591,60,2929
592,60,2933
593,60,2938
594,57,2945
595,60,2951
596,60,2955
597,60,2961
598,60,2966
599,57,2969
600,63,2971
601,60,2975
602,63,2978
603,60,2980
604,60,2984
605,63,2993
606,57,2995
607,60,2998
608,57,3002
609,60,3010
610,60,3012
611,60,3018
612,60,3025
613,60,3029
614,57,3037
615,60,3040
616,57,3046
617,60,3053
618,57,3062
619,60,3066
620,60,3071
621,60,3074
622,60,3078
623,63,3082
624,60,3083
625,57,3094
626,60,3098
627,63,3107
628,60,3111
629,63,3115
630,60,3119
631,60,3125
632,63,3127
633,60,3133
634,60,3136
635,66,3138
636,60,3140
637,60,3146
638,60,3155
639,57,3161
640,60,3164
641,60,3169
642,63,3173
643,63,3184
644,60,3188
645,63,3194
646,63,3196
