0,20,0
1,20,4
2,23,11
3,20,12
4,23,18
5,17,22
6,17,25
7,20,27
8,23,39
9,14,45
10,20,51
11,17,56
12,20,61
13,20,67
14,20,68
15,20,72
16,20,76
17,23,80
18,20,85
19,20,89
20,20,92
21,20,101
22,20,105
23,20,106
24,23,112
25,20,117
26,20,123
27,17,130
28,20,134
29,23,140
30,20,147
31,20,151
32,20,154
33,20,160
34,20,161
35,26,170
36,20,172
37,20,179
38,23,186
39,20,191
40,20,195
41,20,199
42,23,207
43,20,215
44,14,217
45,17,224
46,20,231
47,20,233
48,20,242
49,20,245
50,20,251
51,20,253
52,20,258
53,17,262
54,20,268
55,23,272
56,17,276
57,23,280
58,20,283
59,20,285
60,20,289
61,17,296
62,20,300
63,23,305
64,20,310
65,20,314
66,20,318
67,20,322
68,23,329
69,20,334
70,20,340
71,20,344
72,20,349
73,17,357
74,17,364
75,20,370
76,20,374
77,20,378
78,17,387
79,14,392
80,20,399
81,20,405
82,17,409
83,17,409
84,17,415
85,20,421
86,20,425
87,20,429
88,17,435
89,26,437
90,20,445
91,23,450
92,17,456
93,17,461
94,17,465
95,20,469
96,20,473
97,20,480
98,17,484
99,17,489
100,20,497
101,20,501
102,17,507
103,17,514
104,20,519
105,20,530
106,20,535
107,17,544
108,23,553
109,20,562
110,23,565
111,20,569
112,20,578
113,20,582
114,20,586
115,14,592
116,20,597
117,20,600
118,20,609
119,20,612
120,20,616
121,20,622
122,20,626
123,17,630
124,23,631
125,20,634
126,20,639
127,20,644
128,20,646
129,23,656
130,20,661
131,20,669
132,20,675
133,20,678
134,20,681
135,20,685
136,20,692
137,20,697
138,20,702
139,20,706
140,26,707
141,20,715
142,20,720
143,20,727
144,20,733
145,20,738
146,20,742
147,20,745
148,20,748
149,20,750
150,20,755
151,20,760
152,20,763
153,23,766
154,20,772
155,20,777
156,20,780
157,20,785
158,20,790
159,20,796
160,23,800
161,20,809
162,20,815
163,20,820
164,20,824
165,23,831
166,17,833
167,20,839
168,23,848
169,20,856
170,23,862
171,20,865
172,23,869
173,20,871
174,20,876
175,20,887
176,20,896
177,20,902
178,17,906
179,23,910
180,17,917
181,20,920
182,17,921
183,20,924
184,20,932
185,23,938
186,23,943
187,17,952
188,20,960
189,20,962
190,20,966
191,20,967
192,20,968
193,23,974
194,20,976
195,20,984
196,23,986
197,20,993
198,23,994
199,20,999
200,20,1003
201,20,1008
202,20,1013
203,20,1018
204,23,1022
205,20,1032
206,20,1036
207,20,1039
208,20,1043
209,20,1046
210,20,1053
211,20,1059
212,17,1065
213,20,1072
214,20,1076
215,23,1084
216,17,1086
217,23,1089
218,14,1094
219,20,1097
220,17,1102
221,20,1105
222,20,1113
223,20,1122
224,23,1126
225,20,1128
